Student ID,Age,Gender,Home Region,Home City,Program ID,Program Main Category Code,Program Sub Category Code,Technology Type,Program Skill Level,Program Presentation Method,Program Start Date,Program End Date,Program Days,Completed Degree,Level of Education,Education Speaciality,College,University Degree Score,University Degree Score System,Employment Status,Job Type,Still Working,Y
473cb079-8196-48ba-a29d-74492b8128b0,40.0,أنثى,منطقة الرياض,الرياض,d0f06377-196d-486c-bad8-15c04f8cdad3,PCRF,PCRF,ناشئة,مبتدئ,عن بعد,2023-08-06,2023-08-10,5,لا,الدكتوراه,Computer science and engineering,,3.59,4.0,موظف,,,1
d7b5acf2-d650-4d33-b89d-d6c72236c078,24.0,أنثى,منطقة الرياض,الرياض,c2e3fed5-4898-4b06-b141-fdd3cfb8db9a,CAUF,CRDP,,,حضوري,2023-01-22,2023-01-26,5,نعم,البكالوريوس,Product Design,,4.78,5.0,موظف,,,0
159e0fb5-852b-456d-8fd0-66014927d45b,23.0,أنثى,منطقة الرياض,الرياض,d6d3617d-5dd2-4e4c-b2b4-f525b9a05a18,CAUF,SWPS,تقليدية,مبتدئ,عن بعد,2022-10-09,2022-10-13,5,نعم,البكالوريوس,تقنية المعلومات,,4.25,5.0,خريج,,,0
529f4063-b20d-446c-bb24-58bc6df86fdb,27.0,ذكر,منطقة الرياض,الرياض,0fd748b8-4824-4d2d-83b6-914b64d384ea,CAUF,SWPS,,,حضوري,2023-01-08,2023-03-02,54,نعم,البكالوريوس,Software Engineer,,4.91,5.0,موظف,,,0
273ac08f-ad2d-48d8-a35a-4c365523812e,31.0,أنثى,منطقة الرياض,الرياض,9f5abff4-6dc1-4ac0-8769-7dad61963b6d,CAUF,,,مبتدئ,عن بعد,2023-08-06,2023-08-10,5,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,غير موظف,دوام كامل,No,0
c57495ad-79eb-416e-8232-7647d28cb0b6,23.0,أنثى,منطقة حائل,حائل,aab6e8f7-5f67-4691-b6a9-6b1004cb98cd,APMR,SRTA,تقليدية,متوسط,حضوري,2023-03-12,2023-03-16,5,نعم,البكالوريوس,هندسة برمجيات,,3.75,4.0,خريج,,,0
ac40b06b-b203-471b-b190-67a181982cbd,24.0,أنثى,منطقة مكة المكرمة,جدة,cc8e4e42-65d5-4fa1-82f9-6c6c2d508b60,APMR,SWPS,,متوسط,حضوري,2023-04-02,2023-04-06,5,لا,البكالوريوس,علوم حاسب,,3.5,5.0,غير موظف,,,1
7889cfbb-417b-4254-94bf-671bb31f4f57,28.0,ذكر,منطقة الرياض,الرياض,4995be52-1108-4880-b852-bda36ea0ee56,TOSL,TOSL,تقليدية,متقدم,حضوري,2022-12-21,2023-02-02,44,نعم,البكالوريوس,Cyber forensics and information system,,3.41,4.0,موظف,,,0
c7f3c73d-ee76-47d4-b483-31ee9e002b1a,25.0,أنثى,المنطقة الشرقية,الجبيل,5364b84a-0ed3-4e1c-9b7d-5a5cf1e14b20,CAUF,SWPS,تقليدية,مبتدئ,عن بعد,2022-09-11,2022-09-15,5,نعم,البكالوريوس,علوم حاسب الي,,4.74,5.0,موظف,,,0
20156844-ead4-45d5-b3ff-e2120852026d,27.0,ذكر,منطقة الرياض,الرياض,1465111d-94bb-4c7f-abca-4fbd19944f52,CAUF,SWPS,تقليدية,متوسط,حضوري,2023-04-30,2023-06-22,54,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,موظف,دوام كامل,Yes,0
975f8740-79fb-47d1-aa50-c8d8bd055f85,23.0,أنثى,منطقة المدينة المنورة,ينبع,aab6e8f7-5f67-4691-b6a9-6b1004cb98cd,APMR,SRTA,تقليدية,متوسط,عن بعد,2023-03-12,2023-03-16,5,نعم,البكالوريوس,نظم المعلومات الإدارية,الأعمال والإدارة والقانون,4.24,5.0,غير موظف,تدريب,No,0
4e1aa8e4-e815-4399-9477-88edaa757b62,23.0,ذكر,منطقة الرياض,الرياض,531f48de-b31b-487a-8326-30d8e7dd5254,CAUF,ERST,تقليدية,متوسط,حضوري,2023-02-05,2023-03-02,26,نعم,البكالوريوس,نظم المعلومات الاداريه,,4.61,5.0,خريج,,,0
6a89c1f9-6e7a-4b66-82fd-a68c109028f4,27.0,أنثى,منطقة الرياض,الرياض,0fd432b1-7779-49cb-b203-000b90c9a6dd,ABIR,INFA,,,حضوري,2023-01-15,2023-01-26,12,نعم,البكالوريوس,علوم حاسب,,4.0,5.0,موظف,,,0
3697bf5d-5d9c-4d73-9a51-bf2d4c27020a,28.0,أنثى,المنطقة الشرقية,الجبيل,5364b84a-0ed3-4e1c-9b7d-5a5cf1e14b20,CAUF,SWPS,تقليدية,مبتدئ,حضوري,2022-09-11,2022-09-15,5,نعم,البكالوريوس,علوم الحاسب,,4.51,5.0,خريج,,,0
ff9a80a7-e557-4cce-a4ed-b68cff1d1db0,25.0,أنثى,المنطقة الشرقية,القطيف,c8b4f6d3-7705-4373-b2e0-a110f416e893,CAUF,SWPS,,,عن بعد,2022-07-31,2022-09-22,54,نعم,الدبلوم,تقنية معلومات,,3.74,5.0,خريج,,,0
b570c807-25e7-4c1d-9004-e7fcd8026158,21.0,أنثى,منطقة الرياض,الرياض,3ec67853-6b57-48cc-9bc6-956e286a7c65,CAUF,ERST,تقليدية,متوسط,حضوري,2023-04-02,2023-04-06,5,نعم,البكالوريوس,نظم المعلومات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,طالب,,,0
6be531a4-2207-4e7c-b487-7b3aeddf85c3,25.0,ذكر,منطقة الرياض,الرياض,b6ffa329-0c54-4adf-b297-d9ce04ed2948,CAUF,CRDP,داعمة,مبتدئ,حضوري,2022-10-30,2022-11-03,5,نعم,الدبلوم,business management,,4.0,5.0,عمل حر,,,0
cea41862-f0e7-4dcb-bb31-6059a322e361,29.0,ذكر,منطقة الرياض,الرياض,2b233479-c1fa-49e5-8591-3524e22f88df,PCRF,PCRF,تقليدية,متوسط,حضوري,2023-08-06,2023-08-10,5,لا,البكالوريوس,شبكات الحاسب الآلي,تكنولوجيا الاتصالات والمعلومات,4.92,5.0,موظف,دوام كامل,Yes,0
0743939d-30a3-4231-bb29-8c194f4bc404,24.0,أنثى,منطقة مكة المكرمة,جدة,32b2421f-b1a2-4dc9-9071-29d2a2a8588e,CAUF,SWPS,,,حضوري,2023-07-23,2023-09-14,54,نعم,البكالوريوس,تقنية معلومات,,4.61,5.0,خريج,,,0
fc6ffda1-6e1d-4685-b621-9b5eae39c621,26.0,ذكر,منطقة مكة المكرمة,جدة,e0189c33-e562-4d49-8b09-c1cc3f9781c9,INFA,INFA,تقليدية,متوسط,عن بعد,2023-02-19,2023-03-02,12,لا,البكالوريوس,تقنية المعلومات,,3.53,5.0,غير موظف,,,1
1a5ec2f4-cc46-4346-bc73-20136f0fe0b9,24.0,أنثى,منطقة الرياض,الرياض,06a5100e-185f-4b2c-acfd-bd9a3d0ff042,PCRF,PCRF,,,حضوري,2022-08-03,2022-08-27,25,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,موظف,دوام كامل,Yes,0
b64a083d-fc84-4125-9ee3-28e6f1f570ea,29.0,أنثى,منطقة مكة المكرمة,جدة,580f44fe-6cce-41f2-b890-17bae1553aae,CAUF,,,مبتدئ,عن بعد,2023-03-19,2023-03-23,5,لا,البكالوريوس,نظم معلومات,,3.75,5.0,موظف,,,1
306d6a1c-63b0-43a0-942b-e967b4d980ab,25.0,أنثى,منطقة الرياض,الرياض,0a6d6ea3-ef22-4ea1-8c80-5349125a48ed,GRST,INFA,,متوسط,حضوري,2022-12-25,2022-12-29,5,نعم,البكالوريوس,Information Technology,,3.85,5.0,غير موظف,,,0
ed894194-3b8e-4cbb-875f-536d0954c84a,42.0,أنثى,منطقة الرياض,الرياض,30643e26-1fcf-43f7-bc07-4cde49ecd276,CAUF,SWPS,تقليدية,مبتدئ,حضوري,2022-11-06,2022-11-10,5,لا,البكالوريوس,رياض اطفال,,76.0,100.0,غير موظف,,,1
e7785ae6-d3c7-4d48-9ffa-74de161b2dd8,24.0,ذكر,منطقة مكة المكرمة,جدة,daf89fda-a75f-487c-a30c-0b65de513e32,CAUF,,,مبتدئ,عن بعد,2023-07-16,2023-07-20,5,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,طالب,دوام كامل,No,0
8536cce3-0266-4f62-93c4-0cb83049ccfb,23.0,أنثى,منطقة الرياض,الرياض,621097d4-b367-4606-8c17-1810a0f75f52,PCRF,PCRF,,,حضوري,2023-07-16,2023-08-03,19,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,3.82,5.0,موظف,تدريب,Yes,0
ccf43d0d-3027-4f52-af13-44cd8eb99a25,19.0,أنثى,منطقة الرياض,الرياض,9ae32585-d67f-4af1-8a7b-8e378984bb5b,CAUF,CRDP,داعمة,مبتدئ,حضوري,2022-11-20,2022-11-24,5,لا,ثانوي,,,98.0,100.0,طالب,,,1
ea1b23ea-9f6a-43f5-ad4c-2ffdc9cf980a,22.0,ذكر,منطقة الرياض,الرياض,e006900d-05a9-4c2b-a36f-0ffb9fce44cd,APMR,,,متوسط,حضوري,2023-07-23,2023-09-14,54,نعم,الدبلوم,علوم حاسب,,4.04,5.0,طالب,,,0
2fc36a26-92af-4fd3-a42d-e274d0a228a1,24.0,ذكر,منطقة الرياض,الرياض,eaa49c92-77da-4177-9970-0146981a1b50,APMR,SRTA,تقليدية,متوسط,حضوري,2023-03-05,2023-03-16,12,نعم,البكالوريوس,هندسة كهربائية,,4.96,5.0,خريج,,,0
3f198a8d-1578-46f0-8774-56e84750b3e8,30.0,أنثى,منطقة الرياض,الرياض,1ad894ff-c345-4ec0-9219-ccb810a65d8f,QWLM,,,متوسط,حضوري,2023-04-30,2023-05-25,26,نعم,الماجستير,علوم حاسب,,3.21,4.0,موظف,,,0
1deff449-24c2-4395-95da-e318e41a76c1,19.0,أنثى,منطقة الرياض,الرياض,d6d3617d-5dd2-4e4c-b2b4-f525b9a05a18,CAUF,SWPS,تقليدية,مبتدئ,حضوري,2022-08-28,2022-09-01,5,نعم,ثانوي,,,99.65,100.0,طالب,,,0
940bb44a-1a3f-4e32-b486-141bab04b1d0,28.0,ذكر,منطقة الرياض,الرياض,0d6336e2-4a79-4c32-8f15-073f9a4f6976,PCRF,PCRF,تقليدية,مبتدئ,حضوري,2023-10-29,2023-11-09,12,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,3.14,4.0,موظف,دوام كامل,Yes,0
3f161f66-639e-46bf-8fd7-05b33d804c00,25.0,ذكر,منطقة الرياض,الرياض,a09d8831-8bc0-43f9-8a83-1c164106155f,PCRF,PCRF,تقليدية,متوسط,حضوري,2023-05-14,2023-05-18,5,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,3.37,4.0,,,,0
40e15f24-6e90-4759-b5c3-b60de3284f2e,24.0,أنثى,منطقة الرياض,الرياض,d6d3617d-5dd2-4e4c-b2b4-f525b9a05a18,CAUF,SWPS,تقليدية,مبتدئ,حضوري,2022-08-28,2022-09-01,5,نعم,البكالوريوس,نظم معلومات,,4.63,5.0,خريج,,,0
71842396-11af-44b3-bcdd-73d6226c2cd5,27.0,ذكر,منطقة الرياض,الرياض,ab5d454e-63e8-491b-9c72-33703894e0ec,CAUF,SWPS,,,حضوري,2023-08-13,2023-08-24,12,نعم,البكالوريوس,هندسة البرمجيات,,3.2,4.0,موظف,,,0
46c467f0-6264-4a20-b314-9bcf8aac55b1,27.0,أنثى,منطقة المدينة المنورة,ينبع,ee1206d8-ea7a-492e-af9d-24d6f4039e18,PCRF,PCRF,ناشئة,مبتدئ,حضوري,2023-04-02,2023-04-06,5,نعم,البكالوريوس,علوم حاسب,,4.0,5.0,خريج,,,0
b1177de9-a8f0-4f96-beff-ce3229964660,30.0,أنثى,منطقة حائل,حائل,ee1206d8-ea7a-492e-af9d-24d6f4039e18,PCRF,PCRF,ناشئة,مبتدئ,حضوري,2023-04-02,2023-04-06,5,لا,البكالوريوس,علوم الحاسب الالي,,1.5,4.0,غير موظف,,,1
bfae0578-efdf-4261-b0c1-8c4cffc4fcb3,29.0,ذكر,منطقة الرياض,الرياض,a6d6ad5f-5f97-40cd-b915-41e1123f38f0,CAUF,SWPS,,,حضوري,2022-09-04,2022-09-15,12,نعم,الدبلوم,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,3.0,5.0,غير موظف,تدريب,No,0
46aaba6d-d710-4c02-98e2-4f91b18ff3a1,24.0,أنثى,منطقة مكة المكرمة,مكة المكرمة,71232fc2-3531-4297-a355-d83628f945bb,APMR,SWPS,,,حضوري,2023-03-05,2023-03-09,5,نعم,البكالوريوس,علوم الحاسب الالي,,3.93,4.0,غير موظف,,,0
94f47a95-36d2-4cd2-990f-4e817d40ac0f,23.0,ذكر,منطقة الرياض,الرياض,555795c5-5a97-43ae-ae84-cba8e6848fd7,APMR,,,مبتدئ,حضوري,2023-07-16,2023-07-20,5,نعم,البكالوريوس,علوم الحاسبات,,4.85,5.0,خريج,,,0
74944b6c-6c44-4042-926d-71a179dcf133,26.0,أنثى,منطقة الرياض,الرياض,268677b0-7229-4252-9e62-04ae0f7dfeca,DTFH,,ناشئة,مبتدئ,حضوري,2022-08-14,2022-08-18,5,لا,البكالوريوس,خدمة اجتماعيه,,4.74,5.0,خريج,,,0
5fccf736-51bd-412b-bfed-af409fac46bf,23.0,أنثى,منطقة مكة المكرمة,الطائف,5bc0a5dc-023b-42f1-b93a-852605abdbc9,CAUF,SWPS,تقليدية,مبتدئ,عن بعد,2023-02-19,2023-02-21,3,نعم,البكالوريوس,Information technology,,3.7,4.0,طالب,,,0
fa9df492-28cd-4144-8df9-5b5a04725788,27.0,ذكر,منطقة الرياض,الرياض,32bce2ad-426a-4096-b7d0-78b5f30bd8a0,ABIR,INFA,ناشئة,مبتدئ,حضوري,2023-01-15,2023-01-26,12,لا,البكالوريوس,الهندسة الكهربائية,الهندسة والتصنيع والبناء,3.5,5.0,موظف,دوام كامل,Yes,0
438115a8-134f-4159-b538-aa112a707bed,21.0,أنثى,منطقة الرياض,الرياض,cbbba769-bb8f-43f2-a24d-8ac13a74caff,CAUF,CRDP,,مبتدئ,حضوري,2023-07-23,2023-07-27,5,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,طالب,,,0
4c9d2021-18c1-4496-b58a-fd9bb0d110d6,30.0,أنثى,منطقة مكة المكرمة,جدة,04df155c-2eef-496e-b38e-30283b56249c,PCRF,PCRF,تقليدية,مبتدئ,عن بعد,2023-12-31,2024-01-18,19,نعم,البكالوريوس,نظم المعلومات,تكنولوجيا الاتصالات والمعلومات,3.57,5.0,غير موظف,تدريب,No,0
1a2b615e-173d-4310-aee6-d14f969b0d98,20.0,أنثى,منطقة حائل,حائل,b73a41c2-ca0b-4514-a3fc-98e2141a6cea,PCRF,PCRF,,,عن بعد,2023-01-08,2023-01-12,5,لا,ثانوي,,,95.0,100.0,طالب,,,1
d3a8dd73-dadb-46da-8275-ed6431858cbf,41.0,ذكر,منطقة الرياض,الرياض,ab263106-20a8-42aa-9626-278e62ae3a49,CAUF,SWPS,تقليدية,متقدم,حضوري,2023-11-05,2023-11-09,5,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,2.75,4.0,موظف,دوام كامل,Yes,0
ad06e6ac-08a5-4be5-888a-9385cb243051,26.0,أنثى,منطقة الرياض,الرياض,f1836af7-20e4-4551-9571-68718889342f,CAUF,SWPS,تقليدية,متوسط,حضوري,2023-07-23,2023-09-14,54,نعم,البكالوريوس,تقنية المعلومات,,3.21,5.0,خريج,,,0
78771c17-4710-4459-9086-56511ba00665,24.0,أنثى,منطقة الرياض,الرياض,e0189c33-e562-4d49-8b09-c1cc3f9781c9,INFA,INFA,تقليدية,متوسط,حضوري,2023-01-22,2023-02-02,12,نعم,البكالوريوس,Information technology,,3.7,5.0,موظف,,,0
9f5fc9d1-15ad-4b2a-9cab-e3d971fe824a,21.0,أنثى,منطقة مكة المكرمة,جدة,c72206c7-3127-4d96-a458-fc9ccd90b4a8,APMR,ASCW,تقليدية,متقدم,عن بعد,2023-04-30,2023-05-11,12,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,5.0,5.0,طالب,,,0
bad91a8c-4be2-4252-9c50-08999327de5e,40.0,ذكر,منطقة الرياض,الدرعية,3218820e-5fc3-4dcb-8c23-17ac8de5e4b0,GRST,INFA,تقليدية,متوسط,حضوري,2022-12-25,2022-12-29,5,نعم,الماجستير,شبكات الحاسب الآلي,تكنولوجيا الاتصالات والمعلومات,60.0,100.0,موظف - طالب,دوام كامل,Yes,0
570d0e81-481d-4799-ab9e-a57f6436c546,27.0,أنثى,منطقة الرياض,الرياض,67e5e2cf-c57d-47b3-9c5c-3906aa07d99b,CAUF,SWPS,,,حضوري,2022-10-16,2022-12-08,54,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.16,5.0,غير موظف,تدريب,No,0
5083764f-5fa7-4a16-875b-e18c5454ce3c,22.0,أنثى,منطقة الرياض,الرياض,02ae0b47-64a6-47a1-b3c5-c0e4df393c30,PCRF,PCRF,تقليدية,مبتدئ,حضوري,2023-07-16,2023-07-20,5,نعم,البكالوريوس,نظم المعلومات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,,,,0
1bc738df-243f-4bc8-a62a-525e831a26c6,24.0,ذكر,منطقة مكة المكرمة,جدة,8d7f7985-b199-4712-9dfd-32f5e4a8eb85,INFA,INFA,تقليدية,مبتدئ,عن بعد,2023-03-05,2023-03-09,5,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,3.81,5.0,موظف,دوام كامل,Yes,0
af7667d8-6973-4420-b2e0-2a8ee8f24f1c,25.0,أنثى,منطقة الرياض,الرياض,4ad7a7dc-abcf-43fa-b2e3-07095e083661,PCRF,PCRF,,متقدم,حضوري,2023-03-19,2023-03-23,5,نعم,البكالوريوس,Computer Science,,4.69,5.0,خريج,,,0
bcf56242-c3cb-41f6-a948-bfe2e11b1e75,24.0,أنثى,منطقة عسير,أبها,35d898e2-adbe-49fe-baa3-f7ab47167edb,CAUF,SWPS,,,عن بعد,2023-12-03,2023-12-28,26,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,,,,0
da5dc2d5-dc4a-4a82-83e7-cb5e11f4606f,23.0,أنثى,منطقة نجران,نجران,b73a41c2-ca0b-4514-a3fc-98e2141a6cea,PCRF,PCRF,,,عن بعد,2023-01-08,2023-01-12,5,نعم,البكالوريوس,علوم حاسب,,3.82,5.0,خريج,,,0
40e15f24-6e90-4759-b5c3-b60de3284f2e,24.0,أنثى,منطقة الرياض,الرياض,154bd70a-8c72-44f4-8528-751c041f7d35,APMR,QTDY,تقليدية,مبتدئ,حضوري,2023-01-29,2023-02-16,19,نعم,البكالوريوس,نظم معلومات,,4.63,5.0,خريج,,,0
2de66ff0-59e4-43a2-b2a9-615b62f0bdd5,26.0,ذكر,منطقة الرياض,الرياض,3ec67853-6b57-48cc-9bc6-956e286a7c65,CAUF,ERST,تقليدية,متوسط,حضوري,2023-04-02,2023-04-06,5,نعم,البكالوريوس,نظم المعلومات,تكنولوجيا الاتصالات والمعلومات,3.51,5.0,موظف,دوام كامل,Yes,0
e223a7ea-271f-48d1-a589-26e0b0983520,20.0,أنثى,منطقة القصيم,بريدة,e94942dd-8684-4746-97ae-df567b9b0a4a,PCRF,PCRF,,مبتدئ,عن بعد,2023-05-14,2023-05-25,12,نعم,البكالوريوس,تقنية معلومات,,4.69,5.0,طالب,,,0
2c94aa2d-bc98-4885-82fe-b150a90ab110,32.0,أنثى,منطقة الرياض,الرياض,0a9be3dd-a359-4afb-8cd6-0a94a04f70d4,APMR,SRTA,,,حضوري,2023-12-03,2023-12-28,26,لا,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,3.0,5.0,غير موظف,دوام كامل,No,0
81812785-5dfb-439e-bf13-098296ee7ea0,24.0,أنثى,منطقة الرياض,الرياض,d1407f07-2b9d-4b24-a37e-cadf8a28c8d8,CAUF,SWPS,,,حضوري,2023-04-30,2023-06-22,54,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,غير موظف,تدريب,No,0
c7b7d87b-4189-46b6-a37e-86a5b69db376,26.0,أنثى,منطقة الرياض,الدلم,35d898e2-adbe-49fe-baa3-f7ab47167edb,CAUF,SWPS,,,عن بعد,2023-12-03,2023-12-28,26,نعم,البكالوريوس,نظم المعلومات,تكنولوجيا الاتصالات والمعلومات,4.02,5.0,موظف,تدريب,Yes,0
ca5c5d65-3f46-4bb4-aa3b-54ec9b46ddc1,23.0,أنثى,منطقة الرياض,الرياض,9ae32585-d67f-4af1-8a7b-8e378984bb5b,CAUF,CRDP,داعمة,مبتدئ,حضوري,2022-11-20,2022-11-24,5,نعم,ثانوي,,,95.0,100.0,طالب,,,0
b4f5ce07-f459-4bad-80db-af7c6c4f005b,35.0,ذكر,منطقة الرياض,الرياض,fcfa11cb-7c8f-40af-8922-aa0e38b2ba63,CAUF,SWPS,تقليدية,مبتدئ,حضوري,2022-09-25,2022-09-29,5,لا,البكالوريوس,Industrial Engineer Technology,,3.1,4.0,موظف,,,1
d19aafb7-0409-4b71-8a8c-c0223010deae,25.0,أنثى,منطقة الرياض,الرياض,549a26f0-c3f0-44b9-bb42-29dfe506cfbd,APMR,KLTM,ناشئة,متوسط,حضوري,2023-05-21,2023-06-15,26,نعم,البكالوريوس,نظم معلومات حاسوبية,,4.55,5.0,غير موظف,,,0
4487d805-dbf6-4f67-8f32-20d2a37b63f7,32.0,أنثى,منطقة جازان,جيزان,b73a41c2-ca0b-4514-a3fc-98e2141a6cea,PCRF,PCRF,,,عن بعد,2023-01-08,2023-01-12,5,لا,البكالوريوس,تسويق,,3.0,5.0,غير موظف,,,1
bf31b331-164c-4e7a-bfa2-ffe31cae24a7,23.0,أنثى,منطقة الرياض,الرياض,bf2c98d8-e59c-4875-a23a-7c7993b80c30,PCRF,PCRF,تقليدية,مبتدئ,حضوري,2023-05-07,2023-05-18,12,نعم,البكالوريوس,IT,,4.71,5.0,خريج,,,0
d036e730-0e9f-4a48-9eac-8b76e00800e2,26.0,ذكر,المنطقة الشرقية,الدمام,35d898e2-adbe-49fe-baa3-f7ab47167edb,CAUF,SWPS,,,عن بعد,2023-12-03,2023-12-28,26,نعم,البكالوريوس,نظم المعلومات,تكنولوجيا الاتصالات والمعلومات,3.0,4.0,موظف,دوام كامل,Yes,0
95da39bc-93cc-4daf-8b15-21ba5da362f9,23.0,ذكر,منطقة جازان,جازان,f6feebca-cf2e-49f8-b3df-f3bb115cd241,APMR,SRTA,,,عن بعد,2023-11-12,2023-11-16,5,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,غير موظف,تدريب,No,0
0d2e3085-e298-4757-993f-9d5282d1d898,24.0,أنثى,منطقة الرياض,الرياض,97b573d1-1423-4b42-bbcb-c60ca6a61345,TOSL,TOSL,تقليدية,متقدم,حضوري,2023-05-07,2023-06-08,33,لا,البكالوريوس,computer science,,3.49,4.0,خريج,,,0
d1fa77cd-ae63-40f4-8bf3-9c9f1fa2b3ca,24.0,أنثى,منطقة الرياض,الرياض,bfe7c8aa-789e-4239-8043-8e7554fa564a,TOSL,,,متوسط,حضوري,2022-09-18,2022-11-10,54,نعم,البكالوريوس,تقنية معلومات,,3.45,5.0,موظف,,,0
58a7c02d-206f-4075-842f-77ce8563f433,22.0,أنثى,المنطقة الشرقية,الجبيل,71232fc2-3531-4297-a355-d83628f945bb,APMR,SWPS,,,حضوري,2023-03-05,2023-03-09,5,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,3.98,4.0,غير موظف,دوام كامل,No,0
f71d4859-4b6e-4360-aebf-5169cc049fd6,25.0,أنثى,منطقة الرياض,الرياض,1f85b2fb-196b-4919-bc37-3cf102d41d38,ABIR,ABIR,ناشئة,متوسط,حضوري,2023-12-31,2024-01-04,5,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,4.0,5.0,موظف,دوام كامل,Yes,0
1753be2a-7fa9-4c42-b916-2a52fec45b71,20.0,أنثى,منطقة الرياض,الرياض,d88df56f-8f15-4758-9dd5-8e4fce0db0e0,CAUF,SWPS,,,حضوري,2022-10-09,2022-10-13,5,نعم,ثانوي,,,96.8,100.0,طالب,,,0
6e45be16-12f6-4fb0-a218-33669519ea22,25.0,ذكر,منطقة الرياض,الرياض,2ec15f6b-233b-428a-b9f5-e40bc8d14cf9,TOSL,TOSL,,,حضوري,2023-09-17,2023-10-19,33,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,3.91,5.0,غير موظف,دوام كامل,No,0
9738a10e-00cd-47f6-a067-7324ddb709b5,22.0,أنثى,منطقة الرياض,الرياض,83376397-e2bf-46b0-a105-32158e2d1de3,CAUF,SWPS,,,حضوري,2023-01-01,2023-01-20,20,نعم,البكالوريوس,علوم حاسب,,4.2,5.0,طالب,,,0
d8a7786c-585c-4b0d-9f7d-a06ef52eb18c,33.0,ذكر,منطقة الرياض,الرياض,c5df4638-1aac-495d-8968-44b8440930bb,INFA,INFA,,,حضوري,2023-03-05,2023-03-16,12,نعم,البكالوريوس,هندسة كهربائية,,2.91,5.0,موظف,,,0
89d3b1e5-ca46-4694-b133-ad9b3c5cd42c,26.0,أنثى,منطقة الرياض,الرياض,9a48a693-5c44-4c91-9443-417178621789,PCRF,PCRF,,,حضوري,2023-03-19,2023-03-23,5,نعم,البكالوريوس,تقنية معلومات,,3.0,5.0,موظف,,,1
309bfd82-25da-486a-8a09-2a22c9a79d6e,30.0,ذكر,منطقة الرياض,الرياض,268677b0-7229-4252-9e62-04ae0f7dfeca,DTFH,,ناشئة,مبتدئ,حضوري,2022-08-14,2022-08-18,5,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,3.2,5.0,غير موظف,دوام كامل,No,0
1bb0f5b6-bda7-4217-919d-e9f13cb5add5,20.0,أنثى,منطقة الرياض,الرياض,e94942dd-8684-4746-97ae-df567b9b0a4a,PCRF,PCRF,,مبتدئ,حضوري,2023-05-14,2023-05-25,12,نعم,البكالوريوس,تصميم منتجات,,4.6,5.0,طالب,,,0
e99c9550-700a-4281-ace3-06c95c3436ce,24.0,ذكر,منطقة مكة المكرمة,الطائف,04df155c-2eef-496e-b38e-30283b56249c,PCRF,PCRF,تقليدية,مبتدئ,عن بعد,2023-12-31,2024-01-18,19,نعم,البكالوريوس,علوم الحاسبات,تكنولوجيا الاتصالات والمعلومات,3.0,4.0,غير موظف,تدريب,No,0
fc78ca09-e2b2-4f32-8775-b9487538331d,23.0,أنثى,منطقة الرياض,الرياض,664ea7e3-422e-42b7-9e97-c400ff16bd0e,CAUF,SWPS,,,حضوري,2023-03-26,2023-04-06,12,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,4.3,5.0,طالب,,,0
08eebf23-c55b-4c38-8ff8-c7b729dfd0fd,23.0,ذكر,المنطقة الشرقية,الخبر,013916fa-85bd-46bc-80c8-f37c036fd142,PCRF,PCRF,,متقدم,حضوري,2023-07-16,2023-08-24,40,نعم,البكالوريوس,تقنية المعلومات,تكنولوجيا الاتصالات والمعلومات,3.8,5.0,,,,0
